@relation activation3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 {1,-1}

@data
30.657,38.026,7.3718,53.983,412.37,123.82,6.0736,0.026881,0.036517,0.53062,3.6238,0.70216,1.2585,0.93901,0.86876,0.71559,0.63541,0.66256,0.4499,0.39374,0.35648,0.26456,0.086051,-0.00021517,0.00030722,0.00013941,0.00010526,5.3605e-05,-0.0001193,-9.839e-05,-3.5028e-06,4.0493e-05,0.00010827,-5.7953e-05,-0.00010027,0.00014405,-0.00010564,0.00026049,-2.8928e-07,9.2015e-06,2.7795e-05,4.3268e-05,6.5029e-05,3.6561e-05,7.0896e-06,2.7056e-05,0.00012411,7.5432e-05,5.605e-06,1
231.98,138.32,124.02,340.03,538.85,160.39,6.6416,0.019097,0.078864,0.91615,3.0766,0.96826,1.3139,0.89304,1.0601,0.85359,0.68932,0.67831,0.63655,0.4426,0.3574,0.32745,0.23129,0.00012799,0.00082445,-0.00016379,-0.00032653,8.7887e-05,0.00019916,0.00011665,-9.2595e-05,-0.00020314,0.00025559,0.00014155,-0.00033789,-0.00026829,-5.9295e-06,-0.00016745,-0.00013488,-4.8104e-05,-1.5494e-05,-0.00028048,-0.00019743,5.7995e-05,-4.9689e-05,5.0472e-05,3.6314e-05,2.4046e-05,5.6925e-05,-1
221.87,270.15,24.48,419.67,902.41,122.43,7.6798,-0.041717,0.027207,0.75968,3.0811,1.0485,1.3296,0.81805,0.99377,0.7987,0.76789,0.60497,0.52963,0.41931,0.38914,0.34161,0.2065,-0.00060977,-0.00030307,5.0865e-05,-0.00022852,-0.00013076,-7.5923e-05,-0.00022053,-2.0211e-05,-0.00010374,-0.00012636,-5.1516e-05,-8.3127e-05,-7.6485e-05,3.9413e-05,1.3717e-05,-5.78e-05,1.8989e-05,-7.0976e-05,-4.6248e-06,-7.651e-05,3.2545e-05,6.1582e-06,-4.0134e-05,2.9233e-07,-2.7094e-05,-5.7188e-05,1
490.9,294.37,266.62,715.32,799.59,97.6,7.112,-0.0050052,0.046417,0.89604,2.8976,0.61816,1.2186,0.91222,0.88594,0.79055,0.83833,0.65342,0.57649,0.47803,0.37679,0.34245,0.2572,-0.00015494,-0.00061866,0.00011901,-0.00017376,0.00017578,8.3469e-05,0.00028892,-4.2507e-05,-3.4952e-05,0.00014197,-1.3555e-06,-0.00023647,-0.00013472,7.2038e-05,6.7371e-05,-1.8135e-05,4.1304e-05,2.199e-05,-3.1961e-06,-1.1631e-05,-2.5963e-05,-3.5247e-05,-3.2654e-06,-7.8089e-06,-1.1705e-05,2.8217e-05,-1
162.28,141.33,70.765,253.88,514.96,93.816,5.2115,-0.0020142,0.033189,0.77253,3.2414,1.0853,1.4947,1.012,0.98488,0.90255,0.79783,0.66098,0.5177,0.44687,0.35597,0.29647,0.17942,-7.1194e-05,1.1623e-05,0.00011721,1.4864e-05,-7.5815e-06,-5.0185e-05,-2.6553e-05,-2.3134e-05,1.3379e-05,3.6419e-05,1.205e-05,-1.4843e-05,-1.0314e-05,-9.1049e-05,-3.7485e-05,-3.4344e-05,-5.751e-05,-5.8447e-05,-2.9335e-05,-1.9888e-05,-1.7211e-05,-1.6895e-05,-1.2866e-05,-2.6351e-06,-2.0656e-06,4.0676e-06,-1
130.02,117.31,49.267,210.87,1379.4,138.49,6.4174,-0.014965,0.053436,1.045,3.3073,1.1812,1.2654,0.98608,0.99527,0.7769,0.74315,0.67274,0.56353,0.45422,0.41007,0.34117,0.21459,0.00080879,0.00018878,9.621e-05,-7.4748e-05,0.0004859,0.00020884,-8.5264e-05,-2.0724e-05,0.00044207,6.8557e-05,-0.00024175,-0.00012796,0.00041993,0.0002931,-2.002e-05,4.2462e-05,-5.6146e-05,-2.431e-05,0.00013756,-2.0591e-05,-3.2199e-05,-1.3885e-05,0.00010625,7.8801e-06,2.0479e-05,3.4706e-05,1
306.65,205.07,154.34,459.08,426.59,112.61,5.186,0.0027404,0.083672,0.87091,2.4072,0.25084,1.1481,1.0379,0.81973,0.90217,0.73872,0.53843,0.55772,0.51736,0.31103,0.23895,0.25469,9.0284e-05,0.00033642,0.00045277,0.00041226,-0.00011853,-1.1086e-05,5.2774e-06,-1.4673e-06,6.6937e-05,3.9758e-05,3.2418e-05,-7.4857e-05,-5.2509e-05,0.00020018,-1.6352e-05,4.0779e-05,9.3742e-05,4.1644e-05,-2.6326e-05,-1.3458e-05,2.1146e-05,-3.6806e-06,-3.5852e-06,6.9533e-06,-7.9804e-06,-6.3942e-05,-1
116.89,160.43,31.293,202.66,771.17,139.45,7.7465,-0.044258,0.050542,0.76594,3.1809,1.1404,1.4171,0.95709,0.98172,0.78378,0.7688,0.64629,0.58826,0.4764,0.40065,0.34098,0.24531,-0.00027833,-9.7506e-05,-0.00022187,-4.948e-05,6.7855e-05,-1.6901e-05,-5.5973e-05,-0.00017497,-8.2052e-05,0.00014079,6.9161e-05,-3.3895e-05,-0.00011793,0.00016408,7.7796e-05,8.4515e-05,4.465e-05,2.8765e-05,6.4927e-05,3.7706e-05,2.4658e-05,1.3819e-05,-1.6225e-05,-2.8667e-05,-2.0417e-05,1.6951e-05,1
107.71,59.288,64.332,151.14,392.23,101.56,7.3882,0.042577,0.079104,0.94938,2.4233,1.0502,0.91417,0.99412,0.94592,0.65435,0.80909,0.6626,0.48767,0.48848,0.41912,0.33066,0.19995,-0.00023005,0.00066799,0.00023166,-0.00024704,-0.00020386,9.4555e-05,0.00044768,1.2875e-05,-0.00034623,-4.8467e-05,0.00035677,0.00032919,-0.00016569,-0.00011531,2.3194e-05,6.3154e-05,-4.9977e-05,-0.00010711,-6.7542e-05,4.6656e-06,-6.5879e-05,-2.0142e-05,5.859e-05,-4.4144e-05,-4.708e-05,2.6609e-05,-1
122.79,105.54,41.403,204.34,658.33,141.44,7.1214,-0.0026885,0.052063,0.87566,3.4638,0.99562,1.4248,0.94409,0.96512,0.83234,0.67768,0.6859,0.59006,0.42779,0.3339,0.25395,0.21012,-0.0033255,0.0017609,-0.00042503,-6.2335e-05,0.00045215,-7.1355e-05,0.00017106,-0.00013759,-0.0001724,-8.2511e-05,0.00018841,0.00034491,0.00011626,-0.00039287,0.00030628,9.8573e-05,7.5886e-05,0.00012908,-4.1213e-05,8.6097e-05,5.1936e-05,-1.5455e-05,2.8958e-05,8.1985e-05,-1.8638e-05,-4.8951e-05,1
83.007,63.699,38.034,128.04,742.2,114.09,7.1002,-0.0024457,0.087483,0.86782,2.7794,0.95523,1.1284,0.94538,1.1261,0.75444,0.69628,0.72216,0.55956,0.43576,0.38882,0.36728,0.25164,-0.00053595,2.8238e-05,-0.00045454,-0.00028053,0.00028909,1.5958e-05,-0.00014059,-0.00032708,-0.00020784,0.00017094,0.00015302,2.1546e-05,-0.00014982,-4.5142e-05,8.4688e-06,-4.1089e-05,-4.2457e-05,4.1126e-06,-3.057e-05,1.8143e-05,-3.413e-06,-5.0828e-05,-2.0023e-07,3.2892e-05,5.3019e-05,-3.05e-05,-1
134.45,115.12,52.274,216.72,556.52,95.429,7.7935,-0.012382,0.0517,0.90006,2.6516,1.038,1.3922,0.74522,1.0786,0.85037,0.73739,0.67548,0.63809,0.41664,0.34964,0.35481,0.24471,-3.2335e-05,0.0001778,0.00038141,9.954e-05,3.1611e-05,0.00049169,2.344e-05,-0.00011539,0.00022876,7.7663e-06,-4.0833e-05,3.3772e-05,-0.00022206,-3.2644e-05,-1.0928e-05,-4.0162e-05,-4.7823e-06,2.3283e-05,1.066e-05,3.3493e-06,-2.4784e-05,-4.7501e-05,-2.7352e-05,6.0128e-06,-6.9753e-06,1.7827e-06,-1
432.12,328.41,173.34,691.14,741.53,150.6,6.2991,-0.0031632,0.045117,0.78549,2.8228,0.53834,1.2938,0.86711,0.81882,0.77244,0.80453,0.61964,0.62996,0.4963,0.37829,0.37438,0.26749,0.0025105,-0.00026479,0.00080848,-0.00018811,-0.00030476,0.00015186,2.8819e-05,-0.00010958,0.00036647,0.00013515,2.9666e-05,4.1555e-05,-9.9492e-05,-6.0071e-06,-2.1847e-05,-8.8594e-06,-2.581e-05,-4.8157e-05,-2.0442e-05,-0.00010289,1.1128e-05,2.9641e-05,-6.5935e-05,2.4287e-06,3.0422e-05,1.6631e-05,-1
74.476,81.409,22.883,126.16,555.11,108.57,6.4639,0.023541,0.051093,0.72182,3.086,0.84641,1.1254,1.071,0.92937,0.68242,0.74398,0.66542,0.50497,0.45265,0.45647,0.3329,0.2363,-0.00029053,-2.1443e-05,-0.0001297,1.7209e-05,-0.00018789,-0.00013106,-1.8626e-05,0.00012201,-0.00014304,-7.5727e-05,5.8985e-05,9.4813e-05,-8.4028e-05,2.0022e-05,3.9536e-05,2.3775e-05,2.4185e-05,9.7375e-06,6.641e-07,2.6531e-06,1.4644e-05,5.6191e-07,1.7821e-05,5.4886e-05,-1.9871e-06,-1.9037e-05,1
252.25,173.85,114.6,390.01,545.59,86.562,6.1176,-0.0063428,0.053835,0.97533,3.0517,0.86335,1.3859,0.86005,1.0485,0.85957,0.79943,0.72016,0.56991,0.48936,0.37258,0.30856,0.22744,-0.00047088,-6.1441e-05,-0.00013475,0.00014564,-0.00014305,-0.00045556,0.00044133,0.00015298,-1.6718e-05,-0.00041282,-7.0427e-05,0.00027637,-0.00030506,-2.6794e-05,-7.2902e-05,2.7276e-05,-4.2191e-05,-2.7681e-05,-3.3566e-05,-5.7306e-05,-1.2843e-05,2.4425e-05,2.9145e-05,4.9976e-05,-8.3796e-06,-6.9146e-05,-1
370.61,265.61,188.41,552.96,356.31,82.144,4.6145,0.020255,0.037623,0.76196,3.2228,1.0663,1.3792,0.96913,1.0405,0.77203,0.78798,0.66368,0.55298,0.42866,0.36028,0.26761,0.15894,5.9958e-05,0.00027008,-0.00034271,-2.5848e-05,-0.00017355,2.1966e-05,-0.00020003,-0.00019344,0.0001442,-8.5181e-05,-1.101e-05,0.00012232,3.1742e-05,-4.4208e-05,5.4356e-05,2.6233e-05,1.3031e-06,8.5497e-06,1.8322e-05,1.519e-05,2.6728e-05,2.5903e-05,1.8872e-05,-3.2168e-05,-3.1203e-06,1.9834e-05,1
92.126,68.303,42.918,141.38,1061.7,109.81,7.5285,-0.043435,0.047971,0.93316,3.1273,1.052,1.2689,0.99152,1.0291,0.83734,0.74829,0.67894,0.51854,0.42982,0.37464,0.31045,0.18518,-4.5987e-08,-6.156e-06,-3.405e-05,-1.9003e-05,-2.677e-05,-6.451e-05,-2.5256e-05,2.545e-05,1.5542e-05,5.9292e-05,-4.6815e-05,-4.5765e-05,6.8512e-05,-1.1666e-05,-9.483e-06,1.2834e-05,-2.4167e-05,2.112e-05,3.203e-05,-1.6592e-05,3.1717e-05,1.9087e-05,1.8142e-05,4.8083e-06,7.3762e-07,-3.0107e-06,-1
40.367,78.974,5.8837,74.969,633.43,173.85,5.8838,0.017877,0.12046,0.77505,3.2544,1.2969,1.2766,1.0106,0.95164,0.81741,0.71864,0.64155,0.57748,0.48164,0.39561,0.31755,0.267,-0.0003894,0.00020419,3.5963e-05,3.0405e-05,-0.00031657,0.00025381,-0.00014162,-0.00021901,0.00013608,-0.00010313,-8.9747e-06,0.00019907,-6.7106e-05,-0.0001,6.4379e-05,4.7316e-05,4.9057e-05,6.3971e-05,6.169e-05,2.8574e-05,-1.4439e-05,8.8592e-05,3.3126e-05,-3.0658e-05,-4.7448e-06,1.7666e-05,1
49.686,112.61,3.4663,96.063,710.11,125.07,7.9827,0.0028635,0.027978,0.82387,3.1981,1.1936,1.1868,0.99272,0.95932,0.79022,0.7414,0.66008,0.55091,0.46144,0.40802,0.34829,0.25416,-0.0014114,0.0013134,-0.00041434,4.5135e-05,0.0001355,1.7225e-05,-9.3948e-05,0.00013139,0.0001402,-6.6364e-05,4.7246e-05,-3.13e-06,6.003e-05,2.4099e-05,0.00018505,9.0568e-05,9.1432e-05,8.9878e-05,5.9382e-05,6.5599e-05,5.8785e-05,1.1236e-05,2.9463e-06,2.4664e-05,-1.859e-06,-1.6107e-05,1
135.92,108.35,56.582,215.43,759.98,176.22,6.2832,-0.0001051,0.089174,1.0394,2.8403,0.98431,1.3251,1.0357,0.8614,0.75071,0.7682,0.69303,0.6272,0.36171,0.42293,0.30203,0.16769,0.00098292,0.00031368,-0.0013159,8.7128e-05,-0.00056623,0.00019932,0.00026079,0.00077095,-8.1144e-05,-0.00067019,-1.6678e-05,-0.00018666,-0.00061966,-0.00039553,-0.0001162,0.00032376,3.0402e-05,2.9534e-05,9.1288e-06,4.4619e-05,0.00011646,0.00011343,7.9274e-05,-5.739e-06,3.0867e-05,-2.185e-05,1
12.631,12.658,4.2411,21.03,626.39,117.66,7.0265,-0.00029573,0.023437,0.76557,3.1951,1.0049,1.2474,0.89675,0.933,0.7591,0.76021,0.71089,0.58416,0.43514,0.40708,0.33051,0.21421,-0.00040214,0.0003892,-6.1302e-05,-5.9495e-05,-0.00032208,-0.00018486,2.4037e-05,0.00040849,-2.822e-05,-0.00011016,0.00021811,0.00016338,-1.1145e-05,-8.5691e-05,-1.8466e-05,-9.6957e-05,-9.8736e-05,2.2203e-05,4.3569e-05,-5.2971e-05,-8.1404e-05,8.1386e-06,4.0228e-05,-6.8339e-06,3.3771e-05,4.9314e-05,1
58.613,45.724,25.078,92.189,500.54,94.775,8.5626,-0.022529,0.054747,0.84223,2.5077,0.75304,1.2489,0.99644,1.1482,0.72367,0.81734,0.67167,0.57342,0.43548,0.2812,0.29187,0.22757,0.00099081,0.00054035,0.00089361,0.00020446,-0.00046921,-0.00040618,4.0345e-05,0.00036504,9.488e-05,0.00048871,6.9872e-05,-0.00014499,0.00019194,1.852e-05,-6.7811e-05,-3.1669e-05,4.4073e-05,1.7334e-05,3.7192e-05,8.9658e-05,4.8103e-05,-2.3564e-05,-3.0005e-05,-4.5214e-05,-8.1271e-06,1.4469e-05,-1
169.54,160.44,47.833,291.4,795.92,136.8,6.2451,0.013817,0.071065,0.97567,2.4083,1.0104,1.4396,0.85801,1.0561,0.74339,0.75832,0.6824,0.60157,0.45036,0.36402,0.34941,0.2383,-3.4738e-05,-5.1373e-05,-0.00011851,1.53e-06,5.2863e-05,-3.774e-05,-9.1952e-05,8.1125e-05,0.00011986,-0.00018017,1.8598e-06,0.00021937,-0.00022558,1.5431e-06,7.4981e-05,9.9924e-05,2.6089e-05,4.0201e-05,-3.0678e-05,9.6935e-05,-1.3997e-05,6.0033e-05,1.6828e-05,1.116e-05,7.5407e-06,-9.1659e-07,-1
234.81,166.25,113.49,356.2,531.24,106.33,6.0663,-0.0079014,0.042916,0.89612,3.044,1.1743,1.3908,0.95809,1.0366,0.80738,0.71805,0.69906,0.55196,0.47106,0.38062,0.30603,0.18676,0.00010996,0.0004298,6.9458e-05,-2.0456e-05,1.4883e-05,1.691e-05,-0.00010828,3.0219e-05,8.2421e-05,6.8646e-05,-1.0886e-05,-2.6716e-05,5.5878e-05,0.00012021,1.8435e-06,-4.3797e-05,-3.8921e-05,3.1847e-05,2.6181e-05,-3.3422e-05,-3.3096e-05,3.7445e-05,-2.6301e-05,6.0745e-06,4.0493e-05,2.8243e-07,-1
205.08,157.39,84.038,326.2,958.28,171.02,7.1532,-0.014493,0.039813,1.0315,3.4098,1.1842,1.3103,1.0496,0.97601,0.82596,0.72882,0.6816,0.61474,0.45948,0.36794,0.31886,0.2155,0.00043326,-0.00030123,-4.8969e-05,-9.9532e-05,-9.3443e-05,-2.8636e-05,-8.591e-05,-4.8784e-05,-4.4383e-05,-5.3569e-05,-4.457e-05,-2.1864e-05,2.4302e-05,-0.00013613,0.00011769,2.0237e-05,4.5031e-05,2.5569e-05,1.9694e-05,3.8507e-05,1.3481e-05,-1.9926e-05,1.3751e-05,-8.0551e-06,-5.5275e-06,-1.3569e-05,1
208.52,153.94,93.275,323.91,885.07,118.96,5.2505,-0.011953,0.021614,0.73058,3.2642,0.61811,1.2112,0.87496,0.90109,0.81377,0.77517,0.64881,0.54257,0.40031,0.37272,0.32169,0.2146,-0.00017738,-0.00037789,1.5486e-05,-0.00023226,-0.0002842,-0.0001487,-0.00056133,-0.00016634,-8.9285e-05,-0.00018937,0.00029398,0.00033975,0.0001612,0.00017569,8.3786e-05,3.9663e-06,5.5388e-05,5.7958e-05,2.4899e-05,2.9975e-05,-4.5542e-05,2.424e-05,3.6296e-05,6.1109e-05,-7.3895e-07,-2.6719e-05,-1
122.56,144.48,19.256,225.96,348.82,113.73,5.7647,-0.0038539,0.037512,0.62983,2.9341,0.46325,1.5035,1.0432,0.82491,0.65359,0.73418,0.70436,0.62608,0.33566,0.37104,0.44785,0.21528,-5.7087e-05,0.00098398,-0.00013777,-2.6083e-05,0.00033428,5.1159e-05,7.3959e-05,7.9866e-05,3.7245e-06,9.6108e-06,5.207e-05,-0.00014118,-0.00012303,-7.6253e-05,9.49e-05,5.3826e-05,-3.8321e-06,2.802e-05,-9.8886e-06,2.7616e-05,4.1711e-06,1.6507e-05,-3.8298e-05,-2.7991e-05,3.2044e-05,3.7916e-07,1
99.932,113.83,30.859,169.13,1073.9,130.34,7.0353,-0.017869,0.045833,0.91331,2.7567,1.1267,1.4357,0.88375,0.97275,0.81144,0.74318,0.64865,0.51093,0.53012,0.35479,0.25421,0.28361,0.00051365,0.0018538,-0.0011036,0.00083171,0.0011003,-0.0002484,-0.0005624,0.00010463,0.00024958,-0.00011305,-0.00029135,-8.3419e-05,0.00013144,0.00023091,-8.791e-05,3.9848e-05,2.7739e-05,-5.9552e-05,4.9623e-05,-5.0945e-05,1.4207e-05,-1.6481e-05,2.5253e-05,3.019e-05,-5.5104e-06,-6.8402e-06,1
85.894,93.016,28.826,143.09,829.13,171.13,7.5915,-0.069224,0.070855,0.76338,3.0033,0.74901,1.3674,1.0637,0.94039,0.76784,0.7466,0.64296,0.48083,0.4527,0.39629,0.27222,0.16734,0.0023397,-1.1388e-05,-0.0017152,0.00024585,0.00090207,-0.00059264,-0.00026601,0.00078761,-5.3144e-05,-0.00048122,0.00079357,-0.00018804,-0.00017184,0.00012729,5.8746e-05,2.0056e-05,-2.4394e-05,-3.7025e-05,6.8319e-05,0.00016597,3.2573e-05,5.9681e-05,3.6827e-05,0.00014861,5.4529e-05,-8.8281e-05,1
94.932,100.39,34.148,155.79,525.39,93.524,6.6719,-0.0020774,0.05408,0.89104,2.5787,0.56876,1.2944,0.92569,1.012,0.80242,0.7112,0.70558,0.56916,0.42364,0.42335,0.36612,0.22649,-0.00029804,-0.00035235,-0.00017437,-9.0451e-05,-0.00010455,-7.6965e-05,3.1934e-05,5.1835e-05,-0.00015071,-7.3906e-05,6.314e-05,1.0868e-05,-0.00016936,3.8102e-06,1.5906e-06,7.2463e-05,6.0434e-05,3.9728e-05,-7.1321e-06,2.4355e-05,1.2855e-05,4.4108e-06,1.5848e-05,4.0618e-05,-1.2959e-05,-2.0824e-05,1
80.369,103.17,14.923,145.93,929.74,119.23,5.9277,0.039386,0.046042,0.92279,2.6211,1.0137,1.3331,0.86761,1.1173,0.75577,0.66734,0.62122,0.5021,0.54607,0.48968,0.25934,0.22986,-0.00036286,-0.00046094,0.00027232,-8.2538e-05,-0.00031927,4.2352e-06,6.0337e-05,4.6385e-05,-8.1266e-05,-0.00022748,-0.00014081,0.00024117,-0.00023711,-3.8263e-05,-2.6465e-05,-4.054e-05,-7.1012e-05,-4.7939e-05,-4.0346e-05,1.4503e-05,3.8826e-06,-5.4716e-05,-2.5653e-05,-6.5583e-06,3.5053e-06,1.0444e-05,-1
56.417,79.565,15.666,97.22,840.95,107.09,8.0413,-0.02094,0.032586,0.85973,3.0586,0.93943,1.2661,0.93558,1.0732,0.86087,0.73742,0.64284,0.58463,0.48414,0.44159,0.28378,0.1135,-0.00026161,-0.00014517,8.9999e-07,-2.7272e-05,4.8982e-05,-0.00013329,-0.00010398,0.00010361,5.4711e-05,-6.5684e-05,-6.4041e-07,6.0051e-05,-7.5797e-05,6.5647e-05,2.8458e-05,6.6507e-05,6.2158e-05,2.6907e-05,2.3646e-05,2.0246e-05,2.0538e-05,-1.1205e-05,1.2468e-05,1.7606e-05,1.0527e-05,-3.274e-05,1
181.75,195.78,56.8,306.91,955.68,112.61,6.5743,0.0047905,0.061159,0.92195,2.9211,1.0581,1.3178,1.0361,0.87234,0.81594,0.71916,0.61886,0.5696,0.42292,0.44913,0.31373,0.20943,-0.00021786,1.2863e-05,5.7024e-05,6.7155e-05,-2.7693e-05,0.00010861,1.3604e-05,-5.7131e-05,-6.043e-06,7.6243e-06,7.7845e-05,3.6831e-05,-1.3006e-06,9.1784e-05,-2.5736e-05,6.7546e-05,1.533e-06,4.3546e-05,1.0945e-05,-1.1534e-05,2.9074e-05,5.0751e-06,-1.1807e-05,-3.17e-05,-2.0031e-05,-1.6713e-05,1
22.014,25.301,4.4204,39.649,914.15,179.26,7.476,0.017388,0.044793,0.75137,3.2809,1.0583,1.2923,0.89178,0.90206,0.80965,0.67659,0.66842,0.62125,0.46552,0.45078,0.37562,0.2802,0.00047699,0.00022412,8.7376e-05,0.00035309,1.4071e-05,6.654e-05,0.0001544,9.6979e-05,-1.1159e-05,7.8215e-07,1.5588e-05,-0.00013904,-7.7353e-05,2.3523e-05,4.0271e-05,7.1429e-06,2.7932e-05,9.3088e-06,9.5673e-06,2.4346e-05,-6.0039e-05,-2.5662e-05,1.8303e-05,-3.0836e-05,8.302e-06,1.1065e-05,1
180.43,155.62,67.189,293.79,1127,116.58,6.7232,-0.0070368,0.040683,0.86482,2.3873,0.83979,1.2979,0.90446,0.66871,0.70039,0.7774,0.63391,0.6107,0.41252,0.44288,0.31583,0.14253,-0.00018061,-0.00017547,4.6239e-05,-0.00023167,0.00015406,-6.1102e-06,-0.00013012,8.8138e-05,-4.4022e-05,-0.00011576,-8.0823e-05,-0.00014637,-5.3833e-05,-0.00014619,6.4697e-05,1.6251e-05,-7.6334e-05,6.6923e-05,3.1311e-05,2.5913e-05,1.9147e-05,2.1735e-05,5.3237e-06,-6.0413e-06,5.0687e-06,2.8285e-05,-1
38.565,38.28,14.044,63.118,460.27,94.034,8.1214,0.021055,0.024777,0.71692,3.4159,0.75861,1.3148,1.0647,0.85391,0.71048,0.72555,0.70327,0.63031,0.4739,0.3624,0.33684,0.23235,-0.00012609,0.0005057,3.5137e-06,-0.00037426,-0.00016865,-7.306e-05,-0.00011999,9.8002e-05,0.00011056,6.0027e-05,-8.3409e-06,-0.00013981,-0.00012103,0.000142,9.5832e-05,4.6955e-05,3.043e-05,3.8179e-05,1.8078e-05,-1.0188e-05,1.5659e-05,2.891e-05,1.6412e-05,-1.8045e-05,-2.8464e-05,-3.7367e-05,1
57.532,70.735,15.845,99.293,554.62,143.2,6.1561,0.012089,0.051389,0.72218,3.1908,1.0486,1.2248,0.79928,0.871,0.79754,0.65528,0.58202,0.56411,0.47345,0.4081,0.38062,0.29923,-4.7621e-05,-4.7287e-05,5.7181e-05,-2.9988e-05,-3.443e-05,5.1479e-05,1.1385e-05,-5.6117e-06,5.6639e-05,3.0089e-05,1.7215e-06,5.5823e-05,2.5341e-05,-2.495e-05,-2.2336e-05,-3.9455e-05,-1.5192e-05,-1.5478e-05,-2.0673e-05,-1.9011e-05,-1.0709e-05,-9.847e-06,-1.496e-05,4.6824e-06,-5.2787e-07,-9.451e-07,1
69.966,71.171,19.005,121,1310.6,123.3,6.9207,-0.033301,0.054356,0.76173,3.3273,1.0896,1.3795,1.0006,1.0053,0.85399,0.68432,0.69077,0.60629,0.44968,0.38581,0.26226,0.16074,-5.9456e-05,-0.00015417,0.00025117,-0.00027692,0.00021824,7.8717e-05,6.2619e-06,6.0305e-05,1.5134e-06,7.0054e-05,-0.00014605,-0.00022073,-9.0134e-05,-7.0361e-05,-2.927e-05,7.1106e-05,-6.4563e-05,3.5688e-05,9.5662e-06,9.5343e-08,-2.0136e-06,-3.2311e-06,1.4998e-05,-4.0546e-05,-3.6184e-05,5.7216e-07,1
173.86,123.73,85.039,262.77,422.44,77.597,6.0763,-0.021549,0.026822,0.68342,3.0475,0.73276,1.3257,1.0088,0.97307,0.72549,0.81523,0.60932,0.56262,0.47389,0.41779,0.34408,0.21787,-9.911e-05,-0.0002246,-6.0796e-05,0.00033939,8.3178e-06,-0.00024659,6.8987e-05,6.8109e-05,5.0773e-05,-9.8705e-05,3.6817e-05,-3.7822e-06,-7.678e-05,2.0264e-05,1.966e-05,1.3576e-05,3.3598e-05,2.7345e-05,1.8655e-05,2.0108e-05,-1.4219e-05,3.9153e-05,7.28e-06,-6.2747e-06,7.2671e-06,3.106e-05,1
298.77,234.7,127.61,470.09,638.12,101.79,7.3959,-0.034938,0.073459,0.95072,3.0233,1.0384,1.2841,1.0305,0.90321,0.84699,0.74578,0.67172,0.57577,0.49509,0.32426,0.40701,0.21679,0.00033292,-0.0004526,-0.00018386,5.0768e-05,-0.00044861,3.3217e-05,-8.926e-05,0.00012619,0.00012159,0.00010132,-5.5712e-05,0.00021366,-8.5787e-05,5.3741e-05,0.00012279,-2.2923e-05,-4.5933e-05,-8.1268e-06,-8.305e-05,-3.1324e-05,2.6093e-05,7.2939e-05,1.4602e-05,6.3739e-06,-9.1445e-06,9.2225e-06,-1
113.82,237.41,22.421,205.4,620.07,85.813,7.5929,-0.022494,0.019687,0.85748,3.1996,0.90179,1.2263,1.0514,1.0358,0.72943,0.69086,0.70205,0.65687,0.43655,0.35712,0.30935,0.26731,0.00065183,0.00019325,5.8651e-05,2.1751e-05,-4.4615e-05,0.00014631,0.00024123,-5.7557e-05,-3.6616e-05,7.4417e-05,-7.2333e-05,-0.00016436,-0.00022043,7.945e-05,-5.6817e-05,-6.3e-06,3.9792e-06,1.49e-05,1.2331e-05,4.2414e-06,5.9352e-05,1.9842e-05,-8.0083e-06,2.7012e-05,5.3213e-06,-1.0473e-05,1
125.97,114.19,40.163,211.85,588.38,104.29,7.0793,0.014248,0.03412,0.86923,3.1769,1.1246,1.2619,0.92735,0.9043,0.79109,0.72816,0.61001,0.55478,0.45245,0.43324,0.35031,0.27951,-0.00031363,-8.8939e-05,9.3446e-05,-4.1561e-05,3.0163e-06,9.6121e-06,-8.0325e-05,5.8946e-05,1.533e-05,-3.5209e-05,2.8729e-05,-2.5908e-05,4.4389e-05,-4.149e-05,3.1508e-05,3.7948e-05,-3.5564e-06,3.7905e-05,2.213e-05,-2.2632e-05,2.796e-05,1.0975e-05,-1.0786e-05,-2.6414e-05,-2.4162e-05,-1.1954e-05,1
